survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
0,1,male,0.4053064958828911,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.7712717291857274,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.5730405611466911,1,0,0.17566830077223786,S,First,man,True,C,Southampton,yes,False,2
0,2,male,0.32906373894480023,0,0,0.018249984580226933,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,male,0.2833180847819457,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.30619091186337294,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.26806953339432754,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,3,1,0.049707687947515,S,Third,woman,False,Unknown,Southampton,no,False,5
1,0,female,0.5272949069838365,1,0,0.16293234896625058,S,First,woman,False,C,Southampton,yes,False,2
0,2,male,0.43580359865812746,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.8932601402866728,0,0,0.026350245115835676,S,Second,man,True,Unknown,Southampton,no,True,1
1,2,female,0.06983836535529124,4,2,0.06126431989431795,S,Third,child,False,Unknown,Southampton,yes,False,7
0,1,male,0.3595608417200366,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,0,0,0.014736618564782174,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.6645318694724002,1,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,False,2
1,1,female,0.11558401951814577,0,2,0.05123658772523604,S,Second,child,False,Unknown,Southampton,yes,False,3
0,1,male,0.2833180847819457,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.49679780420860015,0,0,0.023959204355324663,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,1,0,0.028212719478023115,C,Third,woman,False,Unknown,Cherbourg,no,False,2
1,2,female,0.4205550472705093,1,0,0.030253985132996517,Q,Third,woman,False,Unknown,Queenstown,yes,False,2
0,1,male,0.43580359865812746,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.32906373894480023,0,0,0.013907073811135496,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4510521500457456,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,0,male,0.6645318694724002,2,0,0.17566830077223786,Q,First,man,True,C,Queenstown,no,False,3
0,2,female,0.37480939310765476,0,0,0.015175789316712771,S,Third,woman,False,Unknown,Southampton,no,True,1
1,1,female,0.3595608417200366,0,2,0.028302115124416098,S,Second,woman,False,Unknown,Southampton,yes,False,3
1,0,male,0.557792009759073,1,1,0.10257896680493714,S,First,man,True,D,Southampton,yes,False,3
0,1,male,0.8170173833485819,1,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,False,2
0,2,male,0.4205550472705093,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.43580359865812746,1,1,0.02042143996477265,S,Third,woman,False,G,Southampton,no,False,3
0,0,male,0.9390057944495274,0,0,0.051822148727810165,S,First,man,True,C,Southampton,no,True,1
0,2,male,0.4510521500457456,1,0,0.031425107138144774,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,female,0.6187862153095456,0,2,0.039452172548431745,S,Third,woman,False,Unknown,Southampton,no,False,3
1,2,female,0.43580359865812746,0,2,0.029757819776815374,C,Third,woman,False,Unknown,Cherbourg,yes,False,3
1,0,female,0.4205550472705093,0,0,0.15458810467956932,C,First,woman,False,Unknown,Cherbourg,yes,True,1
1,0,female,0.4510521500457456,0,0,0.16883675574220638,S,First,woman,False,B,Southampton,yes,True,1
1,0,female,0.5272949069838365,0,0,1.0,C,First,woman,False,Unknown,Cherbourg,yes,True,1
1,1,female,0.7560231777981092,0,1,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,2,male,0.039341262580054895,4,2,0.06126431989431795,S,Third,child,False,Unknown,Southampton,yes,False,7
0,0,male,0.7865202805733456,1,1,0.1554664461834305,S,First,man,True,E,Southampton,no,False,3
0,0,male,0.6035376639219274,0,0,0.0,S,First,man,True,B,Southampton,no,True,1
0,2,female,0.4205550472705093,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,no,True,1
0,1,male,0.5425434583714548,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.2375724306190912,4,1,0.07746484096553544,S,Third,man,True,Unknown,Southampton,no,False,6
1,2,male,0.37480939310765476,1,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,yes,False,2
1,0,female,0.8780115888990546,0,1,0.2995388511917728,S,First,woman,False,C,Southampton,yes,False,2
1,0,female,0.5272949069838365,0,0,0.2647385704347907,S,First,woman,False,C,Southampton,yes,True,1
0,0,male,0.4205550472705093,0,0,0.060507970265993034,S,First,man,True,Unknown,Southampton,no,True,1
1,2,male,0.37480939310765476,0,0,0.0,S,Third,man,True,Unknown,Southampton,yes,True,1
1,1,female,0.6187862153095456,0,1,0.038061465167318204,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,0,male,0.557792009759073,0,1,0.057970539254838485,C,First,man,True,C,Cherbourg,no,False,2
1,2,female,0.4205550472705093,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
1,0,female,0.9542543458371455,1,0,0.15216446768991498,S,First,woman,False,D,Southampton,yes,False,2
0,2,female,0.6797804208600183,0,0,0.015126992566498259,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.4205550472705093,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.1003354681305276,4,1,0.05684821399990475,Q,Third,child,False,Unknown,Queenstown,no,False,6
1,2,female,0.5272949069838365,1,1,0.03952536767375352,S,Third,woman,False,Unknown,Southampton,yes,False,3
0,2,male,0.9847514486123818,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.4205550472705093,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.2375724306190912,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,male,0.2833180847819457,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,yes,True,1
0,0,male,0.4205550472705093,0,0,0.050748620223090936,S,First,man,True,A,Southampton,no,True,1
0,2,male,0.49679780420860015,0,0,0.016908073949327893,C,Third,man,True,Unknown,Cherbourg,no,True,1
1,2,male,0.4510521500457456,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.32906373894480023,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,male,0.6340347666971639,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,yes,True,1
1,2,female,0.32906373894480023,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
1,0,female,0.3900579444952729,0,0,0.15390495017656614,S,First,woman,False,Unknown,Southampton,yes,True,1
1,0,female,0.2833180847819457,1,0,0.17777475888549785,C,First,woman,False,B,Cherbourg,yes,False,2
0,1,male,0.5425434583714548,0,0,0.025130326360472913,C,Second,man,True,D,Cherbourg,no,True,1
0,2,female,0.3595608417200366,0,0,0.01727404957593672,S,Third,woman,False,Unknown,Southampton,no,True,1
0,2,male,0.3595608417200366,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.4205550472705093,0,0,0.05410739813385612,C,First,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.35193656602622747,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,0,female,0.02409271119243672,1,2,0.29580589980036276,S,First,child,False,C,Southampton,no,False,4
1,0,male,0.4205550472705093,0,0,0.05953203526170282,S,First,man,True,C,Southampton,yes,True,1
1,0,female,0.7560231777981092,0,1,0.4831284260198326,C,First,woman,False,B,Cherbourg,yes,False,2
1,2,female,0.4205550472705093,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
1,2,male,0.4205550472705093,2,0,0.04538097769949478,Q,Third,man,True,Unknown,Queenstown,yes,False,3
0,2,male,0.2833180847819457,0,0,0.0,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4205550472705093,0,0,0.024105594605968193,Q,Second,woman,False,E,Queenstown,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.007624275693809088,1,2,0.29580589980036276,S,First,child,False,C,Southampton,yes,False,4
1,0,female,0.4205550472705093,0,0,0.21642978772242535,C,First,woman,False,Unknown,Cherbourg,yes,True,1
1,0,female,0.2528209820067093,1,0,0.2125586439344078,C,First,woman,False,C,Cherbourg,yes,False,2
0,1,male,0.4510521500457456,1,0,0.04684488020593009,C,Second,man,True,Unknown,Cherbourg,no,False,2
1,0,female,0.4510521500457456,0,0,0.11111839809247648,C,First,woman,False,E,Cherbourg,yes,True,1
1,0,female,0.3595608417200366,0,0,0.16231419173453318,C,First,woman,False,C,Cherbourg,yes,True,1
1,0,female,0.26806953339432754,2,2,0.5121218935012878,C,First,woman,False,B,Cherbourg,yes,False,5
0,1,female,0.3900579444952729,1,1,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,no,False,3
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.649283318084782,1,1,0.05123658772523604,S,Second,man,True,Unknown,Southampton,no,False,3
1,2,female,0.3900579444952729,0,0,0.015330377421392339,S,Third,woman,False,Unknown,Southampton,yes,True,1
1,1,female,0.3595608417200366,1,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,1,male,0.8170173833485819,0,0,0.027326180120125887,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,female,0.46630070143336383,0,2,0.32179836714362564,S,First,woman,False,C,Southampton,yes,False,3
1,0,female,0.6035376639219274,1,1,0.2625265161540666,C,First,woman,False,E,Cherbourg,yes,False,3
0,2,male,0.32906373894480023,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4053064958828911,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4510521500457456,0,0,0.024105594605968193,Q,Second,woman,False,Unknown,Queenstown,yes,True,1
1,1,female,0.32906373894480023,1,1,0.056604230248832196,S,Second,woman,False,Unknown,Southampton,yes,False,3
0,2,male,0.4205550472705093,8,2,0.13575255909676825,S,Third,man,True,Unknown,Southampton,no,False,11
1,0,female,0.5425434583714548,0,0,0.2647385704347907,C,First,woman,False,C,Cherbourg,yes,True,1
0,2,male,0.9237572430619092,0,0,0.012174789178520372,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.5425434583714548,0,0,0.025374310111545468,S,Second,woman,False,D,Southampton,yes,True,1
1,2,female,0.46630070143336383,1,1,0.04006213192611313,S,Third,woman,False,Unknown,Southampton,yes,False,3
1,0,female,0.2375724306190912,0,1,0.11316786160148591,C,First,woman,False,B,Cherbourg,yes,False,2
1,2,female,0.4205550472705093,2,0,0.04538097769949478,Q,Third,woman,False,Unknown,Queenstown,yes,False,3
0,0,male,0.6874046965538274,0,0,0.055628295244541985,S,First,man,True,C,Southampton,no,True,1
0,0,male,0.5730405611466911,0,1,0.2995388511917728,S,First,man,True,C,Southampton,no,False,2
0,2,male,0.2375724306190912,2,0,0.03513366015444757,S,Third,man,True,Unknown,Southampton,no,False,3
1,0,female,0.4205550472705093,1,0,0.2608674266467732,S,First,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.43580359865812746,1,0,0.12999454257145598,S,First,man,True,C,Southampton,no,False,2
1,0,female,0.6187862153095456,0,0,0.2625265161540666,C,First,woman,False,E,Cherbourg,yes,True,1
1,2,male,0.6797804208600183,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,yes,True,1
0,0,male,0.6797804208600183,0,0,0.06929138530460494,S,First,man,True,Unknown,Southampton,no,True,1
1,1,male,0.02409271119243672,1,1,0.050748620223090936,S,Second,child,False,F,Southampton,yes,False,3
1,0,female,0.3595608417200366,3,2,0.5133418122566507,S,First,woman,False,C,Southampton,yes,False,6
0,1,male,0.4205550472705093,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.37480939310765476,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.5425434583714548,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.3595608417200366,0,0,0.025374310111545468,S,Second,woman,False,F,Southampton,yes,True,1
1,1,female,0.6035376639219274,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
1,2,female,0.4205550472705093,1,0,0.031425107138144774,S,Third,woman,False,Unknown,Southampton,yes,False,2
1,2,male,0.039341262580054895,1,1,0.031034733136428686,S,Third,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.6340347666971639,0,0,0.016908073949327893,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.3443122903324184,0,0,0.01800600082915438,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.4205550472705093,0,0,0.06831545030031472,S,First,man,True,C,Southampton,no,True,1
0,2,male,0.222323879231473,1,1,0.014110458666029575,C,Third,child,False,Unknown,Cherbourg,no,False,3
0,2,male,0.37480939310765476,1,0,0.034743286152731485,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,male,0.4205550472705093,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.4205550472705093,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.32906373894480023,0,1,0.10735285047192313,S,First,woman,False,E,Southampton,yes,False,2
0,1,female,0.5730405611466911,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,no,True,1
1,2,female,0.4205550472705093,0,0,0.01537917417160685,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
1,2,female,0.4205550472705093,0,0,0.01537917417160685,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
0,2,male,0.6035376639219274,1,4,0.05445717323939373,S,Third,man,True,Unknown,Southampton,no,False,6
0,1,male,0.43580359865812746,1,0,0.05410739813385612,C,Second,man,True,Unknown,Cherbourg,no,False,2
0,2,female,0.6797804208600183,0,1,0.028212719478023115,C,Third,woman,False,Unknown,Cherbourg,no,False,2
0,2,male,0.5272949069838365,0,0,0.013760683560491965,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,1,0,0.030253985132996517,Q,Third,man,True,Unknown,Queenstown,no,False,2
0,2,male,0.4510521500457456,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.9085086916742909,1,0,0.14687821814567664,C,First,woman,False,D,Cherbourg,yes,False,2
1,2,female,0.4205550472705093,0,0,0.014110458666029575,C,Third,woman,False,Unknown,Cherbourg,yes,True,1
1,2,female,0.4205550472705093,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
1,0,female,0.3595608417200366,0,0,0.13526459159462315,C,First,woman,False,B,Cherbourg,yes,True,1
1,0,male,0.37480939310765476,1,0,0.1082149914547131,C,First,man,True,E,Cherbourg,yes,False,2
0,2,male,0.26806953339432754,1,0,0.012678957201736696,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,male,0.2833180847819457,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.32906373894480023,0,0,0.2647385704347907,C,First,man,True,Unknown,Cherbourg,no,True,1
0,2,female,0.039341262580054895,3,1,0.04113566043083236,S,Third,child,False,Unknown,Southampton,no,False,5
1,0,female,0.4205550472705093,1,0,0.16038672010106003,C,First,woman,False,Unknown,Cherbourg,yes,False,2
1,2,female,0.32906373894480023,0,0,0.014151057562208049,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,0,male,0.4053064958828911,0,2,0.41282050681475896,C,First,man,True,C,Cherbourg,no,False,3
0,2,male,0.29856663616956386,0,0,0.007831878409428937,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.2833180847819457,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.6340347666971639,0,0,0.4440992237022602,C,First,woman,False,Unknown,Cherbourg,yes,True,1
1,2,female,0.008844159804818542,0,2,0.030725752114070404,C,Third,child,False,Unknown,Cherbourg,yes,False,3
0,2,male,0.481549252820982,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.5272949069838365,1,0,0.10149724044618187,S,First,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.26806953339432754,0,0,0.1434624456306609,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.008844159804818542,5,2,0.09154270340242172,S,Third,child,False,Unknown,Southampton,no,False,8
1,1,female,0.5425434583714548,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015086393670319786,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,1,female,0.2528209820067093,0,0,0.023422440102965045,C,Second,woman,False,Unknown,Cherbourg,yes,True,1
1,0,male,0.5425434583714548,1,2,0.23422440102965048,S,First,man,True,B,Southampton,yes,False,4
1,2,male,0.3138151875571821,0,0,0.015216388212891242,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.4205550472705093,2,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,no,False,3
1,0,female,0.3443122903324184,1,0,0.22109807522194713,C,First,woman,False,D,Cherbourg,yes,False,2
1,2,female,0.3595608417200366,0,2,0.03259622914329302,S,Third,woman,False,G,Southampton,yes,False,3
0,2,male,0.32906373894480023,0,0,0.015216388212891242,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.46630070143336383,0,0,0.015330377421392339,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.6950289722476365,0,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.3443122903324184,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4205550472705093,0,0,0.02469115560854232,S,Second,woman,False,Unknown,Southampton,yes,True,1
1,2,male,0.5882891125343093,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.3900579444952729,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.3138151875571821,1,0,0.019177122834302632,S,Third,woman,False,Unknown,Southampton,no,False,2
0,2,male,0.4205550472705093,1,0,0.030937139635999665,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,female,0.29856663616956386,0,0,0.016908073949327893,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.5120463555962184,1,0,0.04098927018018883,S,Second,man,True,Unknown,Southampton,no,False,2
0,2,male,0.7712717291857274,0,0,0.015126992566498259,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,male,0.039341262580054895,1,1,0.03659756266088288,S,Second,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.3138151875571821,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,3,1,0.049707687947515,S,Third,woman,False,Unknown,Southampton,no,False,5
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.013386510079847098,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,0,female,0.49679780420860015,1,0,0.17566830077223786,Q,First,woman,False,C,Queenstown,yes,False,2
0,1,male,0.4205550472705093,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,1
1,2,male,0.6645318694724002,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,female,0.4205550472705093,0,0,0.015712553569072387,S,Third,woman,False,Unknown,Southampton,no,True,1
1,1,female,0.5120463555962184,1,1,0.06343577527886367,S,Second,woman,False,Unknown,Southampton,yes,False,3
1,1,female,0.26806953339432754,0,2,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,False,3
0,1,male,0.4510521500457456,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.14608112229338213,0,2,0.04713766070721715,S,Third,child,False,Unknown,Southampton,no,False,3
0,2,male,0.4205550472705093,0,0,0.015411575213749286,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.3138151875571821,0,0,0.015094396337354966,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.43580359865812746,0,0,0.015370976317570811,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,1,1,0.028106928123558056,S,Third,woman,False,Unknown,Southampton,no,False,3
0,2,male,0.26806953339432754,1,1,0.039452172548431745,S,Third,man,True,Unknown,Southampton,no,False,3
0,2,male,0.4205550472705093,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4205550472705093,1,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
1,1,female,0.2833180847819457,0,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,2,male,0.481549252820982,0,0,0.015712553569072387,S,Third,man,True,E,Southampton,yes,True,1
1,0,male,0.4205550472705093,0,0,0.051822148727810165,S,First,man,True,C,Southampton,yes,True,1
1,2,female,0.4205550472705093,1,0,0.031425107138144774,S,Third,woman,False,Unknown,Southampton,yes,False,2
1,1,female,0.6340347666971639,1,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.2528209820067093,0,0,0.013907073811135496,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.7560231777981092,1,0,0.1091095334796455,S,First,man,True,E,Southampton,no,False,2
1,0,female,0.20707532784385485,1,2,0.23422440102965048,S,First,child,False,B,Southampton,yes,False,4
0,2,female,0.3138151875571821,2,2,0.06709553154495196,S,Third,woman,False,Unknown,Southampton,no,False,5
1,1,female,0.3595608417200366,2,3,0.03659756266088288,S,Second,woman,False,Unknown,Southampton,yes,False,6
0,0,male,0.9695028972247637,1,4,0.5133418122566507,S,First,man,True,C,Southampton,no,False,6
0,1,male,0.46630070143336383,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.6797804208600183,1,1,0.05123658772523604,S,Second,woman,False,Unknown,Southampton,yes,False,3
